righthipyaw,righthiproll,righthippitch,rightknee,rightankleroll,rightanklepitch,time
0,0.034907,0.715585,-0.872665,0,0.436332,0.032
0,0.034907,0.715585,-0.872665,0,0.436332,0.048
0,0.034907,0.715585,-0.872665,0,0.436332,0.064
0,0.034907,0.715585,-0.872665,0,0.436332,0.08
0,0.034907,0.715585,-0.872665,0,0.436332,0.096
0,0.034907,0.715585,-0.872665,0,0.436332,0.112
0,0.034907,0.715585,-0.872665,0,0.436332,0.128
0,0.034907,0.715585,-0.872665,0,0.436332,0.144
0,0.034907,0.715585,-0.872665,0,0.436332,0.16
0,0.034907,0.715585,-0.872665,0,0.436332,0.176
0,0.034907,0.715585,-0.872665,0,0.436332,0.192
0,0.034907,0.715585,-0.872665,0,0.436332,0.208
0,0.034907,0.715585,-0.872665,0,0.436332,0.224
0,0.034907,0.715585,-0.872665,0,0.436332,0.24
0,0.034907,0.715585,-0.872665,0,0.436332,0.256
0,0.034907,0.715585,-0.872665,0,0.436332,0.272
0,0.034907,0.715585,-0.872665,0,0.436332,0.288
0,0.034907,0.715585,-0.872665,0,0.436332,0.304
0,0.034907,0.715585,-0.872665,0,0.436332,0.32
0,0.034907,0.715585,-0.872665,0,0.436332,0.336
0,0.034907,0.715585,-0.872665,0,0.436332,0.352
0,0.034907,0.715585,-0.872665,0,0.436332,0.368
0,0.034907,0.715585,-0.872665,0,0.436332,0.384
0,0.034907,0.715585,-0.872665,0,0.436332,0.4
0,0.034907,0.715585,-0.872665,0,0.436332,0.416
0,0.034907,0.715585,-0.872665,0,0.436332,0.432
0,0.034907,0.715585,-0.872665,0,0.436332,0.448
0,0.034907,0.715585,-0.872665,0,0.436332,0.464
0,0.034907,0.715585,-0.872665,0,0.436332,0.48
0,0.034907,0.715585,-0.872665,0,0.436332,0.496
0,0.034907,0.715585,-0.872665,0,0.436332,0.512
0,0.034907,0.715585,-0.872665,0,0.436332,0.528
0,0.034907,0.715585,-0.872665,0,0.436332,0.544
0,0.034907,0.715585,-0.872665,0,0.436332,0.56
0,0.034907,0.715585,-0.872665,0,0.436332,0.576
0,0.034907,0.715585,-0.872665,0,0.436332,0.592
0,0.034907,0.715585,-0.872665,0,0.436332,0.608
0,0.034907,0.715585,-0.872665,0,0.436332,0.624
0,0.034907,0.715585,-0.872665,0,0.436332,0.64
0,0.034907,0.715585,-0.872665,0,0.436332,0.656
0,0.034907,0.715585,-0.872665,0,0.436332,0.672
0,0.034907,0.715585,-0.872665,0,0.436332,0.688
0,0.034907,0.715585,-0.872665,0,0.436332,0.704
0,0.034907,0.715585,-0.872665,0,0.436332,0.72
0,0.034907,0.715585,-0.872665,0,0.436332,0.736
0,0.034907,0.715585,-0.872665,0,0.436332,0.752
0,0.034907,0.715585,-0.872665,0,0.436332,0.768
0,0.034907,0.715585,-0.872665,0,0.436332,0.784
0,0.034907,0.715585,-0.872665,0,0.436332,0.8
0,0.034907,0.715585,-0.872665,0,0.436332,0.816
0,0.034907,0.715585,-0.872665,0,0.436332,0.832
0,0.034907,0.715585,-0.872665,0,0.436332,0.848
0,0.034907,0.715585,-0.872665,0,0.436332,0.864
0,0.034907,0.715585,-0.872665,0,0.436332,0.88
0,0.034907,0.715585,-0.872665,0,0.436332,0.896
0,0.034907,0.715585,-0.872665,0,0.436332,0.912
0,0.034907,0.715585,-0.872665,0,0.436332,0.928
0,0.034907,0.715585,-0.872665,0,0.436332,0.944
0,0.034907,0.715585,-0.872665,0,0.436332,0.96
0,0.034907,0.715585,-0.872665,0,0.436332,0.976
0,0.034907,0.715585,-0.872665,0,0.436332,0.992
0,0.034907,0.715585,-0.872665,0,0.436332,1.008
0,0.034907,0.715585,-0.872665,0,0.436332,1.024
0,0.038587,0.709594,-0.866223,0.006919,0.433114,1.04
0,0.045949,0.697611,-0.853338,0.020758,0.426677,1.056
0,0.053311,0.685628,-0.840454,0.034597,0.42024,1.072
0,0.060673,0.673645,-0.82757,0.048436,0.413803,1.088
0,0.068034,0.661662,-0.814685,0.062275,0.407367,1.104
0,0.075396,0.649679,-0.801801,0.076113,0.40093,1.12
0,0.082758,0.637696,-0.788916,0.089952,0.394493,1.136
0,0.09012,0.625713,-0.776032,0.103791,0.388056,1.152
0,0.097481,0.61373,-0.763147,0.11763,0.38162,1.168
0,0.104843,0.601747,-0.750263,0.131469,0.375183,1.184
0,0.112205,0.589764,-0.737379,0.145308,0.368746,1.2
0,0.119567,0.577781,-0.724494,0.159146,0.36231,1.216
0,0.126928,0.565798,-0.71161,0.172985,0.355873,1.232
0,0.13429,0.553815,-0.698725,0.186824,0.349436,1.248
0,0.141652,0.541832,-0.685841,0.200663,0.342999,1.264
0,0.149013,0.529849,-0.672957,0.214502,0.336563,1.28
0,0.156375,0.517866,-0.660072,0.22834,0.330126,1.296
0,0.163737,0.505883,-0.647188,0.242179,0.323689,1.312
0,0.171099,0.4939,-0.634303,0.256018,0.317252,1.328
0,0.17846,0.481917,-0.621419,0.269857,0.310816,1.344
0,0.185822,0.469934,-0.608534,0.283696,0.304379,1.36
0,0.193184,0.457951,-0.59565,0.297535,0.297942,1.376
0,0.200546,0.445968,-0.582766,0.311373,0.291505,1.392
0,0.207907,0.433985,-0.569881,0.325212,0.285069,1.408
0,0.215269,0.422002,-0.556997,0.339051,0.278632,1.424
0,0.222631,0.410019,-0.544112,0.35289,0.272195,1.44
0,0.229993,0.398036,-0.531228,0.366729,0.265758,1.456
0,0.237354,0.386053,-0.518344,0.380567,0.259322,1.472
0,0.244716,0.37407,-0.505459,0.394406,0.252885,1.488
0,0.252078,0.362087,-0.492575,0.408245,0.246448,1.504
0,0.259439,0.350104,-0.47969,0.422084,0.240012,1.52
0,0.266801,0.338121,-0.466806,0.435923,0.233575,1.536
0,0.274163,0.326138,-0.453921,0.449762,0.227138,1.552
0,0.281525,0.314155,-0.441037,0.4636,0.220701,1.568
0,0.288886,0.302172,-0.428153,0.477439,0.214265,1.584
0,0.296248,0.290189,-0.415268,0.491278,0.207828,1.6
0,0.30361,0.278206,-0.402384,0.505117,0.201391,1.616
0,0.310972,0.266223,-0.389499,0.518956,0.194954,1.632
0,0.318333,0.25424,-0.376615,0.532794,0.188518,1.648
0,0.325695,0.242257,-0.363731,0.546633,0.182081,1.664
0,0.333057,0.230274,-0.350846,0.560472,0.175644,1.68
0,0.340419,0.218291,-0.337962,0.574311,0.169207,1.696
0,0.34778,0.206308,-0.325077,0.58815,0.162771,1.712
0,0.355142,0.194325,-0.312193,0.601988,0.156334,1.728
0,0.362504,0.182342,-0.299308,0.615827,0.149897,1.744
0,0.369866,0.170359,-0.286424,0.629666,0.143461,1.76
0,0.377227,0.158376,-0.27354,0.643505,0.137024,1.776
0,0.384589,0.146393,-0.260655,0.657344,0.130587,1.792
0,0.391951,0.13441,-0.247771,0.671183,0.12415,1.808
0,0.399312,0.122427,-0.234886,0.685021,0.117714,1.824
0,0.406674,0.110444,-0.222002,0.69886,0.111277,1.84
0,0.414036,0.098461,-0.209118,0.712699,0.10484,1.856
0,0.421398,0.086478,-0.196233,0.726538,0.098403,1.872
0,0.428759,0.074495,-0.183349,0.740377,0.091967,1.888
0,0.436121,0.062512,-0.170464,0.754215,0.08553,1.904
0,0.443483,0.050529,-0.15758,0.768054,0.079093,1.92
0,0.450845,0.038546,-0.144695,0.781893,0.072656,1.936
0,0.458206,0.026563,-0.131811,0.795732,0.06622,1.952
0,0.465568,0.01458,-0.118927,0.809571,0.059783,1.968
0,0.47293,0.002597,-0.106042,0.82341,0.053346,1.984
0,0.480292,-0.009386,-0.093158,0.837248,0.046909,2
0,0.487653,-0.021369,-0.080273,0.851087,0.040473,2.016
0,0.495015,-0.033352,-0.067389,0.864926,0.034036,2.032
0,0.495024,-0.040597,-0.082423,0.864948,0.041825,2.048
0,0.495032,-0.046679,-0.095419,0.864969,0.048739,2.064
0,0.49504,-0.051267,-0.105795,0.864989,0.054527,2.08
0,0.495047,-0.054527,-0.114011,0.865006,0.059483,2.096
0,0.495053,-0.057291,-0.121451,0.865023,0.064159,2.112
0,0.495059,-0.059381,-0.127862,0.865037,0.068481,2.128
0,0.495064,-0.060994,-0.133601,0.865052,0.072607,2.144
0,0.49507,-0.06238,-0.139031,0.865067,0.07665,2.16
0,0.495076,-0.063466,-0.144091,0.865081,0.080623,2.176
0,0.495082,-0.064466,-0.149096,0.865095,0.08463,2.192
0,0.495087,-0.065416,-0.154085,0.86511,0.088668,2.208
0,0.495094,-0.066423,-0.159294,0.865127,0.092871,2.224
0,0.495101,-0.06755,-0.164766,0.865146,0.097215,2.24
0,0.495109,-0.068798,-0.1705,0.865165,0.101701,2.256
0,0.495117,-0.07042,-0.176959,0.865188,0.106537,2.272
0,0.495127,-0.072268,-0.183835,0.865214,0.111565,2.288
0,0.495138,-0.074451,-0.191325,0.865242,0.116873,2.304
0,0.495151,-0.077157,-0.199745,0.865275,0.122588,2.32
0,0.495166,-0.080165,-0.208695,0.865312,0.12853,2.336
0,0.495182,-0.083719,-0.218591,0.865354,0.134872,2.352
0,0.495201,-0.087812,-0.229404,0.865402,0.141591,2.368
0,0.495221,-0.092253,-0.240805,0.865455,0.148551,2.384
0,0.495245,-0.097415,-0.253403,0.865517,0.155988,2.4
0,0.495272,-0.103049,-0.266776,0.865585,0.163726,2.416
0,0.495301,-0.109052,-0.280751,0.865659,0.171698,2.432
0,0.495335,-0.115904,-0.296088,0.865746,0.180183,2.448
0,0.495371,-0.123127,-0.31201,0.86584,0.188883,2.464
0,0.495411,-0.130825,-0.328684,0.865942,0.197858,2.48
0,0.495457,-0.139255,-0.346496,0.86606,0.207241,2.496
0,0.49551,-0.142246,-0.364171,0.866197,0.221924,2.512
0,0.495574,-0.115803,-0.329441,0.86636,0.246504,2.528
0,0.495551,0.132348,0.372949,0.866302,0.240601,2.544
0,0.495391,0.128871,0.320568,0.86589,0.191697,2.56
0,0.495289,0.142302,0.279731,0.86563,0.137428,2.576
0,0.495236,0.162763,0.240359,0.865494,0.077595,2.592
0,0.495233,0.180437,0.191136,0.865486,0.018645,2.608
0,0.495268,0.34981,0.106205,0.865586,0.061023,2.624
0,0.472278,0.981429,-0.058298,0.822426,0.114873,2.64
0,0.426239,0.953446,-0.144021,0.735855,0.148711,2.656
0,0.3802,0.925462,-0.229744,0.649284,0.182549,2.672
0,0.334161,0.897478,-0.315467,0.562713,0.216386,2.688
0,0.288122,0.869495,-0.40119,0.476142,0.250224,2.704
0,0.242083,0.841511,-0.486912,0.38957,0.284062,2.72
0,0.196044,0.813528,-0.572635,0.302999,0.3179,2.736
0,0.150004,0.785544,-0.658358,0.216428,0.351738,2.752
0,0.103965,0.75756,-0.744081,0.129857,0.385575,2.768
0,0.057926,0.729577,-0.829804,0.043286,0.419413,2.784
0,0.034907,0.715585,-0.872665,0,0.436332,2.8
0,0.034907,0.715585,-0.872665,0,0.436332,2.816
0,0.034907,0.715585,-0.872665,0,0.436332,2.832
0,0.034907,0.715585,-0.872665,0,0.436332,2.848
0,0.034907,0.715585,-0.872665,0,0.436332,2.864
0,0.034907,0.715585,-0.872665,0,0.436332,2.88
0,0.034907,0.715585,-0.872665,0,0.436332,2.896
0,0.034907,0.715585,-0.872665,0,0.436332,2.912
0,0.034907,0.715585,-0.872665,0,0.436332,2.928
0,0.034907,0.715585,-0.872665,0,0.436332,2.944
0,0.034907,0.715585,-0.872665,0,0.436332,2.96
0,0.034907,0.715585,-0.872665,0,0.436332,2.976
0,0.034907,0.715585,-0.872665,0,0.436332,2.992
0,0.034907,0.715585,-0.872665,0,0.436332,3.008
0,0.034907,0.715585,-0.872665,0,0.436332,3.024
0,0.034907,0.715585,-0.872665,0,0.436332,3.04
0,0.034907,0.715585,-0.872665,0,0.436332,3.056
0,0.034907,0.715585,-0.872665,0,0.436332,3.072
0,0.034907,0.715585,-0.872665,0,0.436332,3.088
0,0.034907,0.715585,-0.872665,0,0.436332,3.104
0,0.034907,0.715585,-0.872665,0,0.436332,3.12
0,0.034907,0.715585,-0.872665,0,0.436332,3.136
0,0.034907,0.715585,-0.872665,0,0.436332,3.152
0,0.034907,0.715585,-0.872665,0,0.436332,3.168
0,0.034907,0.715585,-0.872665,0,0.436332,3.184
0,0.034907,0.715585,-0.872665,0,0.436332,3.2
0,0.034907,0.715585,-0.872665,0,0.436332,3.216
0,0.034907,0.715585,-0.872665,0,0.436332,3.232
0,0.034907,0.715585,-0.872665,0,0.436332,3.248
0,0.034907,0.715585,-0.872665,0,0.436332,3.264
0,0.034907,0.715585,-0.872665,0,0.436332,3.28
0,0.034907,0.715585,-0.872665,0,0.436332,3.296
0,0.034907,0.715585,-0.872665,0,0.436332,3.312
0,0.034907,0.715585,-0.872665,0,0.436332,3.328
0,0.034907,0.715585,-0.872665,0,0.436332,3.344
0,0.034907,0.715585,-0.872665,0,0.436332,3.36
0,0.034907,0.715585,-0.872665,0,0.436332,3.376
0,0.034907,0.715585,-0.872665,0,0.436332,3.392
0,0.034907,0.715585,-0.872665,0,0.436332,3.408
0,0.034907,0.715585,-0.872665,0,0.436332,3.424
0,0.034907,0.715585,-0.872665,0,0.436332,3.44
0,0.034907,0.715585,-0.872665,0,0.436332,3.456
0,0.034907,0.715585,-0.872665,0,0.436332,3.472
0,0.034907,0.715585,-0.872665,0,0.436332,3.488
0,0.034907,0.715585,-0.872665,0,0.436332,3.504
0,0.034907,0.715585,-0.872665,0,0.436332,3.52
0,0.034907,0.715585,-0.872665,0,0.436332,3.536
0,0.034907,0.715585,-0.872665,0,0.436332,3.552
0,0.034907,0.715585,-0.872665,0,0.436332,3.568
0,0.034907,0.715585,-0.872665,0,0.436332,3.584
0,0.034907,0.715585,-0.872665,0,0.436332,3.6
0,0.034907,0.715585,-0.872665,0,0.436332,3.616
0,0.034907,0.715585,-0.872665,0,0.436332,3.632
0,0.034907,0.715585,-0.872665,0,0.436332,3.648
0,0.034907,0.715585,-0.872665,0,0.436332,3.664
0,0.034907,0.715585,-0.872665,0,0.436332,3.68
0,0.034907,0.715585,-0.872665,0,0.436332,3.696
0,0.034907,0.715585,-0.872665,0,0.436332,3.712
0,0.034907,0.715585,-0.872665,0,0.436332,3.728
0,0.034907,0.715585,-0.872665,0,0.436332,3.744
0,0.034907,0.715585,-0.872665,0,0.436332,3.76
0,0.034907,0.715585,-0.872665,0,0.436332,3.776
0,0.034907,0.715585,-0.872665,0,0.436332,3.792
0,0.034907,0.715585,-0.872665,0,0.436332,3.808
0,0.034907,0.715585,-0.872665,0,0.436332,3.824
0,0.034907,0.715585,-0.872665,0,0.436332,3.84
0,0.038587,0.709594,-0.866223,0.006919,0.433114,3.856
0,0.045949,0.697611,-0.853338,0.020758,0.426677,3.872
0,0.053311,0.685628,-0.840454,0.034597,0.42024,3.888
0,0.060673,0.673645,-0.82757,0.048436,0.413803,3.904
0,0.068034,0.661662,-0.814685,0.062275,0.407367,3.92
0,0.075396,0.649679,-0.801801,0.076113,0.40093,3.936
0,0.082758,0.637696,-0.788916,0.089952,0.394493,3.952
0,0.09012,0.625713,-0.776032,0.103791,0.388056,3.968
0,0.097481,0.61373,-0.763147,0.11763,0.38162,3.984
0,0.104843,0.601747,-0.750263,0.131469,0.375183,4
0,0.112205,0.589764,-0.737379,0.145308,0.368746,4.016
0,0.119567,0.577781,-0.724494,0.159146,0.36231,4.032
0,0.126928,0.565798,-0.71161,0.172985,0.355873,4.048
0,0.13429,0.553815,-0.698725,0.186824,0.349436,4.064
0,0.141652,0.541832,-0.685841,0.200663,0.342999,4.08
0,0.149013,0.529849,-0.672957,0.214502,0.336563,4.096
0,0.156375,0.517866,-0.660072,0.22834,0.330126,4.112
0,0.163737,0.505883,-0.647188,0.242179,0.323689,4.128
0,0.171099,0.4939,-0.634303,0.256018,0.317252,4.144
0,0.17846,0.481917,-0.621419,0.269857,0.310816,4.16
0,0.185822,0.469934,-0.608534,0.283696,0.304379,4.176
0,0.193184,0.457951,-0.59565,0.297535,0.297942,4.192
0,0.200546,0.445968,-0.582766,0.311373,0.291505,4.208
0,0.207907,0.433985,-0.569881,0.325212,0.285069,4.224
0,0.215269,0.422002,-0.556997,0.339051,0.278632,4.24
0,0.222631,0.410019,-0.544112,0.35289,0.272195,4.256
0,0.229993,0.398036,-0.531228,0.366729,0.265758,4.272
0,0.237354,0.386053,-0.518344,0.380567,0.259322,4.288
0,0.244716,0.37407,-0.505459,0.394406,0.252885,4.304
0,0.252078,0.362087,-0.492575,0.408245,0.246448,4.32
0,0.259439,0.350104,-0.47969,0.422084,0.240012,4.336
0,0.266801,0.338121,-0.466806,0.435923,0.233575,4.352
0,0.274163,0.326138,-0.453921,0.449762,0.227138,4.368
0,0.281525,0.314155,-0.441037,0.4636,0.220701,4.384
0,0.288886,0.302172,-0.428153,0.477439,0.214265,4.4
0,0.296248,0.290189,-0.415268,0.491278,0.207828,4.416
0,0.30361,0.278206,-0.402384,0.505117,0.201391,4.432
0,0.310972,0.266223,-0.389499,0.518956,0.194954,4.448
0,0.318333,0.25424,-0.376615,0.532794,0.188518,4.464
0,0.325695,0.242257,-0.363731,0.546633,0.182081,4.48
0,0.333057,0.230274,-0.350846,0.560472,0.175644,4.496
0,0.340419,0.218291,-0.337962,0.574311,0.169207,4.512
0,0.34778,0.206308,-0.325077,0.58815,0.162771,4.528
0,0.355142,0.194325,-0.312193,0.601988,0.156334,4.544
0,0.362504,0.182342,-0.299308,0.615827,0.149897,4.56
0,0.369866,0.170359,-0.286424,0.629666,0.143461,4.576
0,0.377227,0.158376,-0.27354,0.643505,0.137024,4.592
0,0.384589,0.146393,-0.260655,0.657344,0.130587,4.608
0,0.391951,0.13441,-0.247771,0.671183,0.12415,4.624
0,0.399312,0.122427,-0.234886,0.685021,0.117714,4.64
0,0.406674,0.110444,-0.222002,0.69886,0.111277,4.656
0,0.414036,0.098461,-0.209118,0.712699,0.10484,4.672
0,0.421398,0.086478,-0.196233,0.726538,0.098403,4.688
0,0.428759,0.074495,-0.183349,0.740377,0.091967,4.704
0,0.436121,0.062512,-0.170464,0.754215,0.08553,4.72
0,0.443483,0.050529,-0.15758,0.768054,0.079093,4.736
0,0.450845,0.038546,-0.144695,0.781893,0.072656,4.752
0,0.458206,0.026563,-0.131811,0.795732,0.06622,4.768
0,0.465568,0.01458,-0.118927,0.809571,0.059783,4.784
0,0.47293,0.002597,-0.106042,0.82341,0.053346,4.8
0,0.480292,-0.009386,-0.093158,0.837248,0.046909,4.816
0,0.487653,-0.021369,-0.080273,0.851087,0.040473,4.832
