righthipyaw,righthiproll,righthippitch,rightknee,rightankleroll,rightanklepitch,time
0,0.495015,-0.033352,-0.067389,0.864926,0.034036,4.848
0,0.495024,-0.040597,-0.082423,0.864948,0.041825,4.864
0,0.495032,-0.046679,-0.095419,0.864969,0.048739,4.88
0,0.49504,-0.051267,-0.105795,0.864989,0.054527,4.896
0,0.495047,-0.054527,-0.114011,0.865006,0.059483,4.912
0,0.495053,-0.057291,-0.121451,0.865023,0.064159,4.928
0,0.495059,-0.059381,-0.127862,0.865037,0.068481,4.944
0,0.495064,-0.060994,-0.133601,0.865052,0.072607,4.96
0,0.49507,-0.06238,-0.139031,0.865067,0.07665,4.976
0,0.495076,-0.063466,-0.144091,0.865081,0.080623,4.992
0,0.495082,-0.064466,-0.149096,0.865095,0.08463,5.008
0,0.495087,-0.065416,-0.154085,0.86511,0.088668,5.024
0,0.495094,-0.066423,-0.159294,0.865127,0.092871,5.04
0,0.495101,-0.06755,-0.164766,0.865146,0.097215,5.056
0,0.495109,-0.068798,-0.1705,0.865165,0.101701,5.072
0,0.495117,-0.07042,-0.176959,0.865188,0.106537,5.088
0,0.495127,-0.072268,-0.183835,0.865214,0.111565,5.104
0,0.495138,-0.074451,-0.191325,0.865242,0.116873,5.12
0,0.495151,-0.077157,-0.199745,0.865275,0.122588,5.136
0,0.495166,-0.080165,-0.208695,0.865312,0.12853,5.152
0,0.495182,-0.083719,-0.218591,0.865354,0.134872,5.168
0,0.495201,-0.087812,-0.229404,0.865402,0.141591,5.184
0,0.495221,-0.092253,-0.240805,0.865455,0.148551,5.2
0,0.495245,-0.097415,-0.253403,0.865517,0.155988,5.216
0,0.495272,-0.103049,-0.266776,0.865585,0.163726,5.232
0,0.495301,-0.109052,-0.280751,0.865659,0.171698,5.248
0,0.495335,-0.115904,-0.296088,0.865746,0.180183,5.264
0,0.495371,-0.123127,-0.31201,0.86584,0.188883,5.28
0,0.495411,-0.130825,-0.328684,0.865942,0.197858,5.296
0,0.495457,-0.139255,-0.346496,0.86606,0.207241,5.312
0,0.49551,-0.142246,-0.364171,0.866197,0.221924,5.328
0,0.495574,-0.115803,-0.329441,0.86636,0.246504,5.344
0,0.495551,0.132348,0.372949,0.866302,0.240601,5.36
0,0.495391,0.128871,0.320568,0.86589,0.191697,5.376
0,0.495289,0.142302,0.279731,0.86563,0.137428,5.392
0,0.495236,0.162763,0.240359,0.865494,0.077595,5.408
0,0.495233,0.180437,0.191136,0.865486,0.018645,5.424
0,0.495268,0.34981,0.106205,0.865586,0.061023,5.44
0,0.472278,0.981429,-0.058298,0.822426,0.114873,5.456
0,0.426239,0.953446,-0.144021,0.735855,0.148711,5.472
0,0.3802,0.925462,-0.229744,0.649284,0.182549,5.488
0,0.334161,0.897478,-0.315467,0.562713,0.216386,5.504
0,0.288122,0.869495,-0.40119,0.476142,0.250224,5.52
0,0.242083,0.841511,-0.486912,0.38957,0.284062,5.536
0,0.196044,0.813528,-0.572635,0.302999,0.3179,5.552
0,0.150004,0.785544,-0.658358,0.216428,0.351738,5.568
0,0.103965,0.75756,-0.744081,0.129857,0.385575,5.584
0,0.057926,0.729577,-0.829804,0.043286,0.419413,5.6
0,0.034907,0.715585,-0.872665,0,0.436332,5.616
0,0.034907,0.715585,-0.872665,0,0.436332,5.632
0,0.034907,0.715585,-0.872665,0,0.436332,5.648
0,0.034907,0.715585,-0.872665,0,0.436332,5.664
0,0.034907,0.715585,-0.872665,0,0.436332,5.68
0,0.034907,0.715585,-0.872665,0,0.436332,5.696
0,0.034907,0.715585,-0.872665,0,0.436332,5.712
0,0.034907,0.715585,-0.872665,0,0.436332,5.728
0,0.034907,0.715585,-0.872665,0,0.436332,5.744
0,0.034907,0.715585,-0.872665,0,0.436332,5.76
0,0.034907,0.715585,-0.872665,0,0.436332,5.776
0,0.034907,0.715585,-0.872665,0,0.436332,5.792
0,0.034907,0.715585,-0.872665,0,0.436332,5.808
0,0.034907,0.715585,-0.872665,0,0.436332,5.824
0,0.034907,0.715585,-0.872665,0,0.436332,5.84
0,0.034907,0.715585,-0.872665,0,0.436332,5.856
0,0.034907,0.715585,-0.872665,0,0.436332,5.872
0,0.034907,0.715585,-0.872665,0,0.436332,5.888
0,0.034907,0.715585,-0.872665,0,0.436332,5.904
0,0.034907,0.715585,-0.872665,0,0.436332,5.92
0,0.034907,0.715585,-0.872665,0,0.436332,5.936
0,0.034907,0.715585,-0.872665,0,0.436332,5.952
0,0.034907,0.715585,-0.872665,0,0.436332,5.968
0,0.034907,0.715585,-0.872665,0,0.436332,5.984
0,0.034907,0.715585,-0.872665,0,0.436332,6
0,0.034907,0.715585,-0.872665,0,0.436332,6.016
0,0.034907,0.715585,-0.872665,0,0.436332,6.032
0,0.034907,0.715585,-0.872665,0,0.436332,6.048
0,0.034907,0.715585,-0.872665,0,0.436332,6.064
0,0.034907,0.715585,-0.872665,0,0.436332,6.08
0,0.034907,0.715585,-0.872665,0,0.436332,6.096
0,0.034907,0.715585,-0.872665,0,0.436332,6.112
0,0.034907,0.715585,-0.872665,0,0.436332,6.128
0,0.034907,0.715585,-0.872665,0,0.436332,6.144
0,0.034907,0.715585,-0.872665,0,0.436332,6.16
0,0.034907,0.715585,-0.872665,0,0.436332,6.176
0,0.034907,0.715585,-0.872665,0,0.436332,6.192
0,0.034907,0.715585,-0.872665,0,0.436332,6.208
0,0.034907,0.715585,-0.872665,0,0.436332,6.224
0,0.034907,0.715585,-0.872665,0,0.436332,6.24
0,0.034907,0.715585,-0.872665,0,0.436332,6.256
0,0.034907,0.715585,-0.872665,0,0.436332,6.272
0,0.034907,0.715585,-0.872665,0,0.436332,6.288
0,0.034907,0.715585,-0.872665,0,0.436332,6.304
0,0.034907,0.715585,-0.872665,0,0.436332,6.32
0,0.034907,0.715585,-0.872665,0,0.436332,6.336
0,0.034907,0.715585,-0.872665,0,0.436332,6.352
0,0.034907,0.715585,-0.872665,0,0.436332,6.368
0,0.034907,0.715585,-0.872665,0,0.436332,6.384
0,0.034907,0.715585,-0.872665,0,0.436332,6.4
0,0.034907,0.715585,-0.872665,0,0.436332,6.416
0,0.034907,0.715585,-0.872665,0,0.436332,6.432
0,0.034907,0.715585,-0.872665,0,0.436332,6.448
0,0.034907,0.715585,-0.872665,0,0.436332,6.464
0,0.034907,0.715585,-0.872665,0,0.436332,6.48
0,0.034907,0.715585,-0.872665,0,0.436332,6.496
0,0.034907,0.715585,-0.872665,0,0.436332,6.512
0,0.034907,0.715585,-0.872665,0,0.436332,6.528
0,0.034907,0.715585,-0.872665,0,0.436332,6.544
0,0.034907,0.715585,-0.872665,0,0.436332,6.56
0,0.034907,0.715585,-0.872665,0,0.436332,6.576
0,0.034907,0.715585,-0.872665,0,0.436332,6.592
0,0.034907,0.715585,-0.872665,0,0.436332,6.608
0,0.034907,0.715585,-0.872665,0,0.436332,6.624
0,0.034907,0.715585,-0.872665,0,0.436332,6.64
0,0.034907,0.715585,-0.872665,0,0.436332,6.656
0,0.038587,0.709594,-0.866223,0.006919,0.433114,6.672
0,0.045949,0.697611,-0.853338,0.020758,0.426677,6.688
0,0.053311,0.685628,-0.840454,0.034597,0.42024,6.704
0,0.060673,0.673645,-0.82757,0.048436,0.413803,6.72
0,0.068034,0.661662,-0.814685,0.062275,0.407367,6.736
0,0.075396,0.649679,-0.801801,0.076113,0.40093,6.752
0,0.082758,0.637696,-0.788916,0.089952,0.394493,6.768
0,0.09012,0.625713,-0.776032,0.103791,0.388056,6.784
0,0.097481,0.61373,-0.763147,0.11763,0.38162,6.8
0,0.104843,0.601747,-0.750263,0.131469,0.375183,6.816
0,0.112205,0.589764,-0.737379,0.145308,0.368746,6.832
0,0.119567,0.577781,-0.724494,0.159146,0.36231,6.848
0,0.126928,0.565798,-0.71161,0.172985,0.355873,6.864
0,0.13429,0.553815,-0.698725,0.186824,0.349436,6.88
0,0.141652,0.541832,-0.685841,0.200663,0.342999,6.896
0,0.149013,0.529849,-0.672957,0.214502,0.336563,6.912
0,0.156375,0.517866,-0.660072,0.22834,0.330126,6.928
0,0.163737,0.505883,-0.647188,0.242179,0.323689,6.944
0,0.171099,0.4939,-0.634303,0.256018,0.317252,6.96
0,0.17846,0.481917,-0.621419,0.269857,0.310816,6.976
0,0.185822,0.469934,-0.608534,0.283696,0.304379,6.992
0,0.193184,0.457951,-0.59565,0.297535,0.297942,7.008
0,0.200546,0.445968,-0.582766,0.311373,0.291505,7.024
0,0.207907,0.433985,-0.569881,0.325212,0.285069,7.04
0,0.215269,0.422002,-0.556997,0.339051,0.278632,7.056
0,0.222631,0.410019,-0.544112,0.35289,0.272195,7.072
0,0.229993,0.398036,-0.531228,0.366729,0.265758,7.088
0,0.237354,0.386053,-0.518344,0.380567,0.259322,7.104
0,0.244716,0.37407,-0.505459,0.394406,0.252885,7.12
0,0.252078,0.362087,-0.492575,0.408245,0.246448,7.136
0,0.259439,0.350104,-0.47969,0.422084,0.240012,7.152
0,0.266801,0.338121,-0.466806,0.435923,0.233575,7.168
0,0.274163,0.326138,-0.453921,0.449762,0.227138,7.184
0,0.281525,0.314155,-0.441037,0.4636,0.220701,7.2
0,0.288886,0.302172,-0.428153,0.477439,0.214265,7.216
0,0.296248,0.290189,-0.415268,0.491278,0.207828,7.232
0,0.30361,0.278206,-0.402384,0.505117,0.201391,7.248
0,0.310972,0.266223,-0.389499,0.518956,0.194954,7.264
0,0.318333,0.25424,-0.376615,0.532794,0.188518,7.28
0,0.325695,0.242257,-0.363731,0.546633,0.182081,7.296
0,0.333057,0.230274,-0.350846,0.560472,0.175644,7.312
0,0.340419,0.218291,-0.337962,0.574311,0.169207,7.328
0,0.34778,0.206308,-0.325077,0.58815,0.162771,7.344
0,0.355142,0.194325,-0.312193,0.601988,0.156334,7.36
0,0.362504,0.182342,-0.299308,0.615827,0.149897,7.376
0,0.369866,0.170359,-0.286424,0.629666,0.143461,7.392
0,0.377227,0.158376,-0.27354,0.643505,0.137024,7.408
0,0.384589,0.146393,-0.260655,0.657344,0.130587,7.424
0,0.391951,0.13441,-0.247771,0.671183,0.12415,7.44
0,0.399312,0.122427,-0.234886,0.685021,0.117714,7.456
0,0.406674,0.110444,-0.222002,0.69886,0.111277,7.472
0,0.414036,0.098461,-0.209118,0.712699,0.10484,7.488
0,0.421398,0.086478,-0.196233,0.726538,0.098403,7.504
0,0.428759,0.074495,-0.183349,0.740377,0.091967,7.52
0,0.436121,0.062512,-0.170464,0.754215,0.08553,7.536
0,0.443483,0.050529,-0.15758,0.768054,0.079093,7.552
0,0.450845,0.038546,-0.144695,0.781893,0.072656,7.568
0,0.458206,0.026563,-0.131811,0.795732,0.06622,7.584
0,0.465568,0.01458,-0.118927,0.809571,0.059783,7.6
0,0.47293,0.002597,-0.106042,0.82341,0.053346,7.616
0,0.480292,-0.009386,-0.093158,0.837248,0.046909,7.632
0,0.487653,-0.021369,-0.080273,0.851087,0.040473,7.648
0,0.495015,-0.033352,-0.067389,0.864926,0.034036,7.664
0,0.495024,-0.040597,-0.082423,0.864948,0.041825,7.68
0,0.495032,-0.046679,-0.095419,0.864969,0.048739,7.696
0,0.49504,-0.051267,-0.105795,0.864989,0.054527,7.712
0,0.495047,-0.054527,-0.114011,0.865006,0.059483,7.728
0,0.495053,-0.057291,-0.121451,0.865023,0.064159,7.744
0,0.495059,-0.059381,-0.127862,0.865037,0.068481,7.76
0,0.495064,-0.060994,-0.133601,0.865052,0.072607,7.776
0,0.49507,-0.06238,-0.139031,0.865067,0.07665,7.792
0,0.495076,-0.063466,-0.144091,0.865081,0.080623,7.808
0,0.495082,-0.064466,-0.149096,0.865095,0.08463,7.824
0,0.495087,-0.065416,-0.154085,0.86511,0.088668,7.84
0,0.495094,-0.066423,-0.159294,0.865127,0.092871,7.856
0,0.495101,-0.06755,-0.164766,0.865146,0.097215,7.872
0,0.495109,-0.068798,-0.1705,0.865165,0.101701,7.888
0,0.495117,-0.07042,-0.176959,0.865188,0.106537,7.904
0,0.495127,-0.072268,-0.183835,0.865214,0.111565,7.92
0,0.495138,-0.074451,-0.191325,0.865242,0.116873,7.936
0,0.495151,-0.077157,-0.199745,0.865275,0.122588,7.952
0,0.495166,-0.080165,-0.208695,0.865312,0.12853,7.968
0,0.495182,-0.083719,-0.218591,0.865354,0.134872,7.984
0,0.495201,-0.087812,-0.229404,0.865402,0.141591,8
0,0.495221,-0.092253,-0.240805,0.865455,0.148551,8.016
0,0.495245,-0.097415,-0.253403,0.865517,0.155988,8.032
0,0.495272,-0.103049,-0.266776,0.865585,0.163726,8.048
0,0.495301,-0.109052,-0.280751,0.865659,0.171698,8.064
0,0.495335,-0.115904,-0.296088,0.865746,0.180183,8.08
0,0.495371,-0.123127,-0.31201,0.86584,0.188883,8.096
0,0.495411,-0.130825,-0.328684,0.865942,0.197858,8.112
0,0.495457,-0.139255,-0.346496,0.86606,0.207241,8.128
0,0.49551,-0.142246,-0.364171,0.866197,0.221924,8.144
0,0.495574,-0.115803,-0.329441,0.86636,0.246504,8.16
0,0.495551,0.132348,0.372949,0.866302,0.240601,8.176
0,0.495391,0.128871,0.320568,0.86589,0.191697,8.192
0,0.495289,0.142302,0.279731,0.86563,0.137428,8.208
0,0.495236,0.162763,0.240359,0.865494,0.077595,8.224
0,0.495233,0.180437,0.191136,0.865486,0.018645,8.24
0,0.495268,0.34981,0.106205,0.865586,0.061023,8.256
0,0.472278,0.981429,-0.058298,0.822426,0.114873,8.272
0,0.426239,0.953446,-0.144021,0.735855,0.148711,8.288
0,0.3802,0.925462,-0.229744,0.649284,0.182549,8.304
0,0.334161,0.897478,-0.315467,0.562713,0.216386,8.32
0,0.288122,0.869495,-0.40119,0.476142,0.250224,8.336
0,0.242083,0.841511,-0.486912,0.38957,0.284062,8.352
0,0.196044,0.813528,-0.572635,0.302999,0.3179,8.368
0,0.150004,0.785544,-0.658358,0.216428,0.351738,8.384
0,0.103965,0.75756,-0.744081,0.129857,0.385575,8.4
0,0.057926,0.729577,-0.829804,0.043286,0.419413,8.416
0,0.034907,0.715585,-0.872665,0,0.436332,8.432
0,0.034907,0.715585,-0.872665,0,0.436332,8.448
0,0.034907,0.715585,-0.872665,0,0.436332,8.464
0,0.034907,0.715585,-0.872665,0,0.436332,8.48
0,0.034907,0.715585,-0.872665,0,0.436332,8.496
0,0.034907,0.715585,-0.872665,0,0.436332,8.512
0,0.034907,0.715585,-0.872665,0,0.436332,8.528
0,0.034907,0.715585,-0.872665,0,0.436332,8.544
0,0.034907,0.715585,-0.872665,0,0.436332,8.56
0,0.034907,0.715585,-0.872665,0,0.436332,8.576
0,0.034907,0.715585,-0.872665,0,0.436332,8.592
0,0.034907,0.715585,-0.872665,0,0.436332,8.608
0,0.034907,0.715585,-0.872665,0,0.436332,8.624
0,0.034907,0.715585,-0.872665,0,0.436332,8.64
0,0.034907,0.715585,-0.872665,0,0.436332,8.656
0,0.034907,0.715585,-0.872665,0,0.436332,8.672
0,0.034907,0.715585,-0.872665,0,0.436332,8.688
0,0.034907,0.715585,-0.872665,0,0.436332,8.704
0,0.034907,0.715585,-0.872665,0,0.436332,8.72
0,0.034907,0.715585,-0.872665,0,0.436332,8.736
0,0.034907,0.715585,-0.872665,0,0.436332,8.752
0,0.034907,0.715585,-0.872665,0,0.436332,8.768
0,0.034907,0.715585,-0.872665,0,0.436332,8.784
0,0.034907,0.715585,-0.872665,0,0.436332,8.8
0,0.034907,0.715585,-0.872665,0,0.436332,8.816
0,0.034907,0.715585,-0.872665,0,0.436332,8.832
0,0.034907,0.715585,-0.872665,0,0.436332,8.848
0,0.034907,0.715585,-0.872665,0,0.436332,8.864
0,0.034907,0.715585,-0.872665,0,0.436332,8.88
0,0.034907,0.715585,-0.872665,0,0.436332,8.896
0,0.034907,0.715585,-0.872665,0,0.436332,8.912
0,0.034907,0.715585,-0.872665,0,0.436332,8.928
0,0.034907,0.715585,-0.872665,0,0.436332,8.944
0,0.034907,0.715585,-0.872665,0,0.436332,8.96
0,0.034907,0.715585,-0.872665,0,0.436332,8.976
0,0.034907,0.715585,-0.872665,0,0.436332,8.992
0,0.034907,0.715585,-0.872665,0,0.436332,9.008
0,0.034907,0.715585,-0.872665,0,0.436332,9.024
0,0.034907,0.715585,-0.872665,0,0.436332,9.04
0,0.034907,0.715585,-0.872665,0,0.436332,9.056
0,0.034907,0.715585,-0.872665,0,0.436332,9.072
0,0.034907,0.715585,-0.872665,0,0.436332,9.088
0,0.034907,0.715585,-0.872665,0,0.436332,9.104
0,0.034907,0.715585,-0.872665,0,0.436332,9.12
0,0.034907,0.715585,-0.872665,0,0.436332,9.136
0,0.034907,0.715585,-0.872665,0,0.436332,9.152
0,0.034907,0.715585,-0.872665,0,0.436332,9.168
0,0.034907,0.715585,-0.872665,0,0.436332,9.184
0,0.034907,0.715585,-0.872665,0,0.436332,9.2
0,0.034907,0.715585,-0.872665,0,0.436332,9.216
0,0.034907,0.715585,-0.872665,0,0.436332,9.232
0,0.034907,0.715585,-0.872665,0,0.436332,9.248
0,0.034907,0.715585,-0.872665,0,0.436332,9.264
0,0.034907,0.715585,-0.872665,0,0.436332,9.28
0,0.034907,0.715585,-0.872665,0,0.436332,9.296
0,0.034907,0.715585,-0.872665,0,0.436332,9.312
0,0.034907,0.715585,-0.872665,0,0.436332,9.328
0,0.034907,0.715585,-0.872665,0,0.436332,9.344
0,0.034907,0.715585,-0.872665,0,0.436332,9.36
0,0.034907,0.715585,-0.872665,0,0.436332,9.376
0,0.034907,0.715585,-0.872665,0,0.436332,9.392
0,0.034907,0.715585,-0.872665,0,0.436332,9.408
0,0.034907,0.715585,-0.872665,0,0.436332,9.424
0,0.034907,0.715585,-0.872665,0,0.436332,9.44
0,0.034907,0.715585,-0.872665,0,0.436332,9.456
0,0.034907,0.715585,-0.872665,0,0.436332,9.472
0,0.038587,0.709594,-0.866223,0.006919,0.433114,9.488
0,0.045949,0.697611,-0.853338,0.020758,0.426677,9.504
0,0.053311,0.685628,-0.840454,0.034597,0.42024,9.52
0,0.060673,0.673645,-0.82757,0.048436,0.413803,9.536
0,0.068034,0.661662,-0.814685,0.062275,0.407367,9.552
0,0.075396,0.649679,-0.801801,0.076113,0.40093,9.568
0,0.082758,0.637696,-0.788916,0.089952,0.394493,9.584
0,0.09012,0.625713,-0.776032,0.103791,0.388056,9.6
0,0.097481,0.61373,-0.763147,0.11763,0.38162,9.616
0,0.104843,0.601747,-0.750263,0.131469,0.375183,9.632
0,0.112205,0.589764,-0.737379,0.145308,0.368746,9.648
0,0.119567,0.577781,-0.724494,0.159146,0.36231,9.664
0,0.126928,0.565798,-0.71161,0.172985,0.355873,9.68
